P[day],d[hour]
1.605732910000000047e+01,3.545999999999999819e+00
4.499776039999999711e+01,9.686000000000001720e+00
3.881483849999999958e+00,2.678999999999999826e+00
2.524017520000000125e+00,1.196800000000000086e+00
1.166016669999999955e+01,5.881999999999999673e+00
9.887366419999999323e+00,4.230000000000000426e+00
2.110328189999999893e+02,7.118999999999999773e+00
8.167338510000000440e+00,3.337000000000000188e+00
1.716828299999999974e+00,2.068000000000000060e+00
4.938831350000000064e+00,4.387999999999999901e+00
1.064021007999999924e+01,5.438100000000000378e+00
3.606940380000000168e+00,1.041800000000000059e+00
1.952711160000000001e+00,8.719999999999999973e-01
3.825900499999999926e+00,1.805700000000000083e+00
5.588412299999999666e-01,7.917999999999999483e-01
5.657323180000000207e+01,4.187999999999999723e+00
3.445854949999999661e+01,7.434000000000000163e+00
6.992050210000000376e+00,5.036999999999999922e+00
2.377524419999999861e+00,2.306999999999999940e+00
4.445895079999999666e+00,2.381600000000000161e+00
1.061345333000000046e+01,9.829000000000001069e-01
2.061908639999999959e+00,1.974299999999999944e+00
5.996533440000000326e+00,3.312899999999999956e+00
6.309220429999999880e+00,1.325099999999999945e+00
1.593887880000000052e+02,8.432000000000000384e+00
1.378726269999999943e+01,5.746999999999999886e+00
1.034269872999999933e+02,5.030000000000000249e+00
8.988261220000000051e+00,4.959999999999999964e+00
2.522590570000000199e+00,1.405999999999999917e+00
2.427589920000000134e+01,4.589999999999999858e+00
1.994752740999999929e+01,1.756000000000000005e+00
1.139169530999999935e+01,5.000000000000000000e+00
3.730331970000000297e+01,7.793000000000000149e+00
1.039986172999999958e+01,3.376999999999999780e+00
2.013490007000000048e+01,3.796199999999999797e+00
4.820510879999999609e+00,3.588000000000000078e+00
4.022310899999999911e+00,8.529999999999999805e-01
6.331252280000000177e+00,2.688000000000000167e+00
4.179390370000000132e+00,2.646999999999999797e+00
2.762637370000000203e+00,1.820999999999999952e+00
5.053689849999999595e+00,2.513999999999999790e+00
6.070325480000000162e+00,1.340999999999999970e+00
4.487020420000000342e+01,4.198999999999999844e+00
2.422041919999999848e+01,3.270999999999999908e+00
4.765590559999999698e+00,2.200000000000000178e+00
4.095781989999999873e+00,1.703999999999999959e+00
9.286673260000000596e+00,3.259380800000000189e+00
2.019997009999999982e+00,1.807299999999999907e+00
3.763041530000000190e+00,1.601099999999999968e+00
2.986181339999999906e+00,2.968999999999999861e+00
3.484128740000000057e+00,1.421999999999999931e+00
3.822233970000000092e+00,1.923999999999999932e+00
1.706764400000000137e+01,6.025999999999999801e+00
4.577001600000000003e+00,9.489999999999999547e-01
3.423908089999999849e+00,1.772999999999999909e+00
7.362721239999999945e+00,1.328699999999999992e+00
5.652457329999999835e+00,2.061999999999999833e+00
1.486384960000000000e+01,2.705000000000000071e+00
2.391619659999999925e+00,1.905999999999999917e+00
9.939623610000001719e+00,3.431999999999999940e+00
1.773842885999999908e+01,3.004900000000000126e+00
5.945043550000000288e+00,2.700400000000000134e+00
5.688790830000000298e+00,2.549999999999999822e+00
5.990782209999999885e+00,1.699000000000000066e+00
6.059198809999999824e+00,1.364999999999999991e+00
1.419596209999999914e+01,3.604999999999999982e+00
3.082782449999999841e+01,4.214000000000000412e+00
1.383539589999999997e+01,4.961000000000000298e+00
3.125432380000000165e+01,5.661999999999999922e+00
1.290235874000000038e+01,2.446000000000000174e+00
4.705633269999999868e+01,4.807000000000000384e+00
3.788629770000000008e+01,5.217999999999999972e+00
9.926721499999999310e+00,3.842799999999999994e+00
2.122349325000000064e+01,4.941600000000000215e+00
6.470277059999999913e+00,3.342999999999999972e+00
3.025411860000000175e+01,2.133999999999999897e+00
2.003470799999999841e+01,6.490000000000000213e+00
3.157220859999999796e+00,3.762000000000000011e+00
1.322261489999999995e+01,4.336999999999999744e+00
5.260951029999999662e+01,8.201999999999999957e+00
1.533177189999999968e+01,5.466999999999999638e+00
4.671623360000000247e+01,7.259000000000000341e+00
4.287741690000000006e+01,1.991000000000000103e+00
7.375027649999999824e+01,1.330899999999999928e+01
1.957782999999999873e+01,2.299999999999999822e+00
5.936279460000000086e+01,1.397199999999999953e+01
1.138840217000000088e+01,3.694900000000000073e+00
5.069854080000000351e+01,5.972000000000000419e+00
1.302679640000000028e+01,7.850000000000000311e-01
3.857634829999999937e+01,1.986100000000000065e+01
5.241757999999999695e-01,7.648000000000000353e-01
4.943305959999999999e+00,2.933399999999999785e+00
1.419758309999999968e+00,1.429000000000000048e+00
3.951383139999999905e+00,1.058200000000000029e+00
1.265571900000000056e+02,8.079000000000000625e+00
9.688721599999999157e+00,2.000000000000000000e+00
1.306243545000000061e+01,3.244000000000000217e+00
2.790643479999999954e+00,6.871000000000000441e-01
2.092271150000000191e+00,2.406200000000000117e+00
1.730795548000000039e+01,5.112599999999999589e+00
5.281480510000000095e+01,7.309000000000000163e+00
4.950606320000000338e+00,1.719000000000000083e+00
3.133510940000000033e+01,6.070999999999999730e+00
4.626028670000000176e+00,6.430000000000000160e-01
4.850189740000000249e+00,5.676000000000000156e+00
9.842620760000000857e+00,1.601799999999999891e+00
6.080037139999999951e+00,1.308000000000000052e+00
3.035206169999999926e+00,6.181999999999999718e-01
6.963526990000000083e+00,3.192000000000000171e+00
1.557141209999999987e+01,2.294000000000000039e+00
2.208296369999999786e+00,2.841000000000000192e+00
8.307839120000000577e+00,3.151600000000000179e+00
3.409634410000000315e+01,3.895999999999999908e+00
1.077699439999999953e+01,2.616000000000000103e+00
2.065794430000000048e+01,8.798000000000000043e+00
2.721068070000000105e+01,1.051500000000000057e+01
6.245646329999999580e+00,2.459000000000000075e+00
5.883502509999999575e+00,2.556000000000000050e+00
1.426515449999999952e+01,3.600999999999999979e+00
5.943734919999999811e+00,1.846999999999999975e+00
2.186601879999999998e+00,1.584999999999999964e+00
9.328679519999999670e+00,1.572000000000000064e+00
6.386712059999999802e+00,1.201000000000000068e+00
2.073989406000000102e+01,3.150500000000000078e+00
4.742771160000000208e+01,5.267900000000000027e+00
1.220804952999999955e+02,4.054000000000000270e+00
2.297948190000000057e+00,2.839999999999999858e+00
5.604731150000000106e+00,2.884999999999999787e+00
7.991446960000000210e+00,3.638999999999999790e+00
1.962282630000000028e+00,1.449999999999999956e+00
2.440839439999999971e+00,9.679999999999999716e-01
4.186819959999999696e+01,5.783000000000000362e+00
8.617427380000000525e+00,2.713000000000000078e+00
7.281713950000000324e+00,1.723000000000000087e+00
7.281166670000000174e+00,2.716000000000000192e+00
6.647544779999999598e+00,1.961000000000000076e+00
5.599315429999999871e+00,3.894400000000000084e+00
1.034973276000000020e+01,4.485899999999999999e+00
1.567750191000000015e+01,5.508200000000000429e+00
2.521001460000000094e+01,6.552999999999999936e+00
7.545922039999999775e+00,4.032899999999999707e+00
1.132201039999999992e+01,5.860000000000000320e+00
4.959319240000000129e+00,2.227390000000000203e+00
4.537021209999999805e+00,1.812999999999999945e+00
1.084969476999999927e+01,3.474000000000000199e+00
1.850845259999999826e+01,6.596000000000000085e+00
1.779001677999999842e+01,4.411599999999999966e+00
4.956740849999999909e+01,4.001999999999999780e+00
1.311842970000000053e+00,1.787600000000000078e+00
3.302571789999999652e+01,6.032000000000000028e+00
4.535421200000000113e+02,1.702599999999999980e+01
3.823156969999999877e+00,2.387999999999999901e+00
7.328519469999999814e+00,1.211000000000000076e+00
1.992812339999999960e+00,2.065999999999999837e+00
3.420646889999999996e+00,1.766999999999999904e+00
1.954896659999999997e+01,1.780000000000000027e+00
2.345863000000000032e+00,1.679499999999999993e+00
3.648301829999999857e+00,1.998499999999999943e+00
5.644914149999999964e+00,2.259900000000000020e+00
8.742920050000000387e+00,2.627699999999999925e+00
1.149500229000000040e+01,7.602000000000000313e+00
1.016102352999999958e+01,3.162700000000000067e+00
2.364219650000000073e+01,5.017999999999999794e+00
6.709306420000000060e+01,7.333999999999999631e+00
1.735136189999999967e+00,2.274099999999999788e+00
4.068449570000000293e+00,2.834900000000000198e+00
1.326079791999999991e+01,3.911999999999999922e+00
2.279020351000000133e+01,5.039399999999999658e+00
1.561122379999999943e+01,3.873000000000000220e+00
2.665657369999999915e+01,4.953999999999999737e+00
4.612250429999999568e+00,2.694999999999999840e+00
7.375788749999999538e+01,2.689999999999999947e+00
3.237618299999999749e+01,4.463899999999999757e+00
9.272972480000001383e+01,6.830000000000000071e+00
2.675758659999999978e+01,5.857999999999999652e+00
3.032671350000000210e+00,1.774000000000000021e+00
8.739675800000000550e+00,3.866000000000000103e+00
3.696121269999999903e+00,2.463000000000000078e+00
1.085409592999999973e+01,3.776800000000000157e+00
7.761144269999999779e+01,7.178600000000000314e+00
6.098556030000000128e+00,2.981500000000000039e+00
1.957760730000000038e+01,3.382000000000000117e+00
8.594818509999999634e+00,3.254000000000000004e+00
1.022215697000000034e+01,1.193899999999999961e+00
6.383159130000000125e+00,1.750399999999999956e+00
2.061803480000000022e+01,3.266999999999999904e+00
1.090011000000000063e+00,1.500000000000000000e+00
1.409258318999999915e+01,4.153599999999999959e+00
2.567215589999999992e+01,5.962900000000000311e+00
1.518851880999999935e+02,1.209099999999999930e+01
4.069425640000000399e+00,2.039600000000000080e+00
1.628247624999999843e+01,2.922699999999999854e+00
3.162692069999999855e+00,1.952900000000000080e+00
5.370639539999999990e+00,2.112099999999999866e+00
1.132977061999999968e+01,3.845000000000000195e+00
1.440090413999999974e+01,4.168199999999999683e+00
2.566138159999999857e+01,4.458999999999999631e+00
2.755637220000000109e+00,1.855900000000000105e+00
2.030652862000000169e+01,2.801400000000000112e+00
7.781998620000000422e+00,3.947000000000000064e+00
1.313747784999999979e+01,4.865499999999999936e+00
2.344337480000000085e+01,5.767999999999999794e+00
1.611890459999999914e+00,3.079200000000000159e+00
3.071552839999999840e+00,4.093499999999999694e+00
5.868066279999999857e+00,4.124600000000000044e+00
4.228652170000000154e+00,3.327500000000000124e+00
7.466620680000000121e+00,3.870000000000000107e+00
1.113179009999999991e+01,4.051000000000000156e+00
1.625951966999999954e+01,3.854000000000000092e+00
1.608786246000000020e+01,3.095000000000000195e+00
4.174938612999999776e+01,5.609799999999999898e+00
2.785821240000000198e+00,3.559899999999999842e+00
2.453236140000000010e+00,1.669100000000000028e+00
7.972664370000000389e+00,2.539554900000000170e+00
4.138528250000000241e+00,2.281000000000000139e+00
6.040462200000000337e+00,1.979999999999999982e+00
1.625802759999999836e+01,6.375000000000000000e+00
3.180475991000000136e+01,8.698999999999999844e+00
2.462344250000000123e+00,1.811299999999999910e+00
4.822969320000000337e+00,8.751999999999999780e-01
1.566057688000000070e+01,7.011999999999999567e+00
2.877964460000000102e+01,8.349000000000000199e+00
9.360597050000000863e+00,3.206900000000000084e+00
1.466722930000000069e+01,3.741999999999999993e+00
3.086436511999999865e+01,2.955700000000000216e+00
6.816098970000000179e+01,5.661999999999999922e+00
7.693636269999999833e+00,5.032399999999999984e+00
1.740665216000000015e+01,6.863999999999999879e+00
5.374932890000000185e+00,3.956700000000000106e+00
8.586009680000000088e+00,3.344300000000000050e+00
3.886888620000000127e+00,3.682999999999999829e+00
3.619309729999999892e+00,3.050399999999999778e+00
4.469965630000000090e+01,6.228900000000000325e+00
1.245245223999999951e+02,9.654000000000001691e+00
4.585466939999999880e+00,3.443700000000000205e+00
2.271443350999999922e+01,6.087500000000000355e+00
4.790342700000000065e+01,6.190999999999999837e+00
2.898640669999999773e+02,7.565000000000000391e+00
4.159816550000000390e+00,1.626100000000000101e+00
9.034190779999999421e+00,1.550100000000000033e+00
2.812243929999999992e+01,4.174000000000000377e+00
4.590297679999999758e+01,5.004100000000000215e+00
2.795900039999999809e+00,2.056000000000000050e+00
5.690591630000000123e+00,2.556999999999999940e+00
1.004157213999999954e+01,2.657700000000000173e+00
1.836974658000000105e+01,2.939000000000000057e+00
3.936993139999999780e+00,1.887000000000000011e+00
1.008881066000000004e+01,1.772599999999999953e+00
2.808185981999999825e+01,4.528800000000000381e+00
7.384432689999999688e+00,5.735100000000000087e+00
9.848246489999999298e+00,5.747099999999999653e+00
1.478767172000000052e+01,6.119100000000000428e+00
1.972436719999999966e+01,7.201999999999999957e+00
3.132953510000000108e+00,2.220699999999999896e+00
5.924993930000000297e+00,2.887399999999999967e+00
1.134934847999999974e+01,3.110100000000000087e+00
1.864349985999999859e+01,1.849099999999999966e+00
6.738935439999999666e+00,2.813000000000000167e+00
1.879418506000000022e+01,3.290599999999999969e+00
3.941052210000000056e+00,2.598399999999999821e+00
5.349553819999999682e+00,3.027800000000000047e+00
8.109048070000000052e+00,3.596000000000000085e+00
9.488035569999999197e+00,2.957500000000000018e+00
5.441838270000000222e+01,4.506999999999999673e+00
2.566588970000000192e+00,2.428999999999999826e+00
4.134435120000000019e+00,3.140200000000000102e+00
1.109432054000000001e+01,4.594500000000000028e+00
6.252962250000000388e+00,2.581900000000000084e+00
1.606864673999999837e+01,3.534699999999999953e+00
4.119725502000000006e+01,4.629699999999999704e+00
7.106957409999999697e+00,5.146200000000000330e+00
1.074241765000000015e+01,6.063299999999999912e+00
1.527443889000000077e+01,6.076500000000000234e+00
3.262876672000000156e+01,4.797100000000000364e+00
9.177328620000000114e+01,6.472999999999999865e+00
1.006524317000000046e+01,1.368999999999999995e+00
1.927153892000000113e+01,2.759399999999999853e+00
4.431238490000000141e+00,3.149999999999999911e+00
1.137936986000000061e+01,2.625500000000000167e+00
8.472379110000000324e+00,2.724499999999999922e+00
6.041893689999999850e+01,5.038999999999999702e+00
2.711504090000000033e+00,3.009900000000000020e+00
7.212037480000000222e+00,4.049100000000000144e+00
3.340217800000000015e+00,1.867199999999999971e+00
7.825046000000000390e+00,2.289000000000000146e+00
2.006039000000000172e+01,3.197000000000000064e+00
4.618406000000000233e+01,4.483999999999999986e+00
8.295617379999999486e+00,1.342100000000000071e+00
2.396793668999999838e+01,3.826999999999999957e+00
4.715108429999999906e+00,2.505999999999999783e+00
8.103632709999999406e+00,3.161000000000000032e+00
2.090811299999999928e+00,3.387999999999999901e+00
6.155602850000000181e+00,4.984300000000000175e+00
1.323352213999999982e+01,6.737199999999999633e+00
2.365369414999999975e+01,8.218299999999999272e+00
5.044674169999999691e+01,7.158999999999999808e+00
1.176307163999999972e+01,2.907599999999999962e+00
5.622792710000000227e+01,3.569999999999999840e+00
8.145159809999999112e+00,5.073000000000000398e+00
1.233343853000000045e+01,6.221000000000000085e+00
4.244390489999999794e+00,3.282000000000000028e+00
1.899852789999999914e+01,4.528999999999999915e+00
4.144516559999999572e+00,2.342099999999999849e+00
7.953547000000000367e+00,2.631200000000000205e+00
1.271809866000000078e+01,3.095699999999999896e+00
3.606588162999999980e+01,4.324600000000000222e+00
8.203969580000000761e+00,2.966699999999999893e+00
1.449645186000000052e+01,4.016000000000000014e+00
5.715425980000000017e+00,2.524199999999999999e+00
2.002614120000000142e+01,1.610999999999999988e+00
4.311780259999999920e+00,2.725099999999999856e+00
9.767345029999999539e+00,1.658500000000000085e+00
2.005044940000000153e+01,4.556000000000000050e+00
7.490183049999999731e+00,2.729699999999999793e+00
1.746087930999999926e+01,2.264100000000000001e+00
3.627612380000000059e+01,4.786500000000000199e+00
3.219814780000000098e+00,2.064200000000000035e+00
4.601811819999999997e+00,2.260699999999999932e+00
1.118719905000000026e+01,3.251999999999999780e+00
3.336123109999999947e+00,1.961600000000000010e+00
9.439459490000000841e+00,2.897899999999999920e+00
2.047748843000000107e+01,2.836399999999999810e+00
6.308201630000000115e+00,2.978499999999999925e+00
1.623947095999999846e+01,4.037399999999999878e+00
3.306551639999999903e+00,1.817700000000000093e+00
7.113732569999999811e+00,2.176400000000000112e+00
1.536845736999999978e+01,2.471400000000000041e+00
6.238755010000000212e+00,3.617856699999999925e+00
1.272038000000000046e+01,2.400999999999999801e+00
4.148107190000000166e+00,2.535000000000000142e+00
7.156815520000000319e+00,2.588200000000000056e+00
1.764830850999999967e+01,2.087299999999999933e+00
4.790908090000000286e+00,2.603000000000000203e+00
1.651410989000000029e+01,4.157499999999999751e+00
3.013292979999999943e+01,5.171999999999999709e+00
9.964159619999999506e+01,4.448000000000000398e+00
6.668332409999999655e+00,1.915000000000000036e+00
1.084845179999999942e+01,2.999299999999999855e+00
3.784028670000000094e+00,1.901200000000000001e+00
1.028194592999999912e+01,3.436599999999999877e+00
1.811993039000000039e+01,4.230900000000000105e+00
5.826657510000000428e+00,2.918299999999999894e+00
1.241216346999999942e+01,3.738999999999999879e+00
1.874649010999999987e+01,3.895000000000000018e+00
5.714623959999999947e+00,2.335999999999999854e+00
9.946023569999999481e+00,3.386200000000000099e+00
1.045621949999999911e+00,1.895499999999999963e+00
1.620467649999999926e+00,2.188800000000000079e+00
3.388012240000000119e+00,2.684899999999999842e+00
5.839097609999999605e+00,3.191500000000000004e+00
1.068169510000000066e+01,3.604999999999999982e+00
2.382652869999999812e+00,1.888800000000000034e+00
6.581477139999999615e+00,3.089599999999999902e+00
2.466461415999999929e+01,2.857899999999999885e+00
1.319720693999999916e+01,3.487200000000000077e+00
3.365284739999999886e+01,3.961599999999999788e+00
8.115287269999999609e+00,3.210999999999999854e+00
3.692504089999999906e+01,4.938100000000000378e+00
1.228299829000000010e+01,2.709600000000000009e+00
1.725121396999999845e+01,2.037100000000000133e+00
3.543919700000000006e+00,1.871699999999999919e+00
4.682767725000000070e+01,1.903299999999999992e+00
8.187394429999999446e+00,3.047200000000000131e+00
7.604981630000000337e+01,7.158000000000000362e+00
1.038122446999999937e+01,2.714999999999999858e+00
2.457090230000000020e+01,3.587000000000000188e+00
1.306079360000000023e+01,3.214999999999999858e+00
2.185362904999999856e+01,3.439000000000000057e+00
1.656806841999999946e+01,4.264700000000000379e+00
4.733292990000000344e+01,2.708000000000000185e+00
4.080653329999999812e+01,1.313499999999999979e+01
1.401076500000000067e+02,1.850300000000000011e+01
6.846192359999999866e+00,3.528999999999999915e+00
1.702902785999999935e+01,4.644999999999999574e+00
4.313121470000000102e+01,3.197999999999999954e+00
6.783216380000000356e+01,7.357999999999999652e+00
6.618363089999999893e+00,3.681299999999999795e+00
1.077214091999999965e+02,8.041999999999999815e+00
3.353732009999999875e+00,1.459799999999999986e+00
6.877446029999999766e+00,1.369199999999999973e+00
2.846464804000000015e+01,2.665700000000000180e+00
2.593406406000000075e+01,4.614200000000000301e+00
8.344634849999999915e+01,6.535999999999999588e+00
5.326672989999999608e+00,3.404500000000000082e+00
8.128093299999999743e+00,3.726999999999999869e+00
1.533528674999999986e+01,3.896999999999999797e+00
3.133046135000000021e+01,5.176000000000000156e+00
6.546261490000000016e+00,2.750000000000000000e+00
1.147609014999999921e+01,5.046000000000000263e+00
2.526304670000000030e+01,6.219999999999999751e+00
1.043547805000000039e+01,3.404700000000000060e+00
7.410935000000000272e+00,3.412999999999999812e+00
5.249704320000000202e+00,2.745999999999999996e+00
2.971366580000000202e+00,2.716000000000000192e+00
6.057299659999999975e+00,3.741899999999999782e+00
1.093725571999999957e+01,3.082199999999999829e+00
2.936527340000000041e+00,1.770999999999999908e+00
8.015008209999999522e+00,3.013700000000000045e+00
1.163486009000000010e+01,5.466000000000000192e+00
3.319817609999999775e+01,4.708999999999999631e+00
1.030067919000000032e+01,4.884999999999999787e+00
1.608832317999999972e+01,5.730999999999999872e+00
3.567574530000000266e+01,7.381000000000000227e+00
1.412847677000000068e+01,3.685000000000000053e+00
3.188414729999999864e+01,6.121999999999999886e+00
4.864785429999999877e+01,5.464000000000000412e+00
1.732419107999999852e+01,8.044999999999999929e+00
3.300631849999999901e+01,7.118000000000000327e+00
3.015994110000000106e+01,7.873999999999999666e+00
5.107710480000000075e+01,1.123300000000000054e+01
1.230971678999999952e+01,6.740000000000000213e+00
3.573536159999999740e+01,8.490999999999999659e+00
5.441605504000000337e+01,8.221999999999999531e+00
5.912273230000000268e+00,2.325400000000000134e+00
8.985819010000000162e+00,2.860599999999999810e+00
2.139556300000000189e+00,2.067800000000000082e+00
4.807103249999999939e+00,9.393000000000000238e-01
1.464613057999999945e+01,5.687999999999999723e+00
3.633750452999999681e+01,7.059999999999999609e+00
1.482720129999999870e+02,4.192000000000000171e+00
9.220769100000000051e+00,4.907000000000000028e+00
1.363966480000000026e+01,5.424999999999999822e+00
2.480567750000000160e+01,6.147999999999999687e+00
4.434719359999999710e+01,6.429999999999999716e+00
1.100817634999999939e+01,2.012999999999999901e+00
9.274957770000000323e+01,5.506000000000000227e+00
1.269905010999999995e+01,2.989900000000000002e+00
3.751421280000000280e+01,5.302999999999999936e+00
2.633852529999999970e+00,2.020599999999999952e+00
6.186708819999999776e+00,2.908999999999999808e+00
1.796320949999999916e+00,1.913899999999999935e+00
3.468072999999999961e+00,2.361000000000000210e+00
5.914266800000000046e+00,2.661000000000000032e+00
2.922149590000000074e+01,4.014000000000000234e+00
2.034237837999999954e+01,2.335100000000000176e+00
4.485209969999999657e+01,3.572900000000000187e+00
6.097472330000000440e+00,3.431000000000000050e+00
1.930581662000000165e+01,4.290199999999999569e+00
5.663791799999999910e+01,6.171999999999999709e+00
3.454394520000000313e+01,3.482000000000000206e+00
1.258654018999999948e+02,9.019099999999999895e+00
6.606340000000000146e+01,3.556999999999999940e+00
1.033929239999999972e+01,4.063299999999999912e+00
1.329069999999999929e+01,3.048000000000000043e+00
1.458932429000000042e+01,2.418400000000000105e+00
3.677049350000000061e+01,4.419999999999999929e+00
7.640175500000000453e-01,1.102999999999999980e+00
3.546531809999999840e+00,2.274599999999999955e+00
5.700706259999999581e+00,1.640800000000000036e+00
2.580832640000000122e+00,2.172899999999999832e+00
3.715455930000000073e+00,2.557999999999999829e+00
7.055658400000000441e+00,3.047899999999999832e+00
1.197884409000000083e+01,3.750999999999999890e+00
2.083414970000000110e+01,4.522000000000000242e+00
1.925404023000000109e+01,4.650900000000000034e+00
5.415583840000000038e+01,4.432000000000000384e+00
3.701220610000000022e+00,2.523000000000000131e+00
6.626434409999999886e+00,3.175199999999999800e+00
1.264504291000000080e+01,9.117000000000000881e+00
2.152629579999999976e+01,8.391999999999999460e+00
3.388458250000000049e+01,6.538000000000000256e+00
1.086440950000000072e+01,1.852999999999999980e+00
5.841636610000000118e+00,1.873399999999999954e+00
1.985029494999999855e+01,2.840700000000000003e+00
3.414205059999999747e+01,2.944999999999999840e+00
6.333547190000000171e+01,3.650999999999999801e+00
3.886848956000000044e+01,6.057299999999999685e+00
7.492768653000000256e+01,4.740000000000000213e+00
1.500189511000000095e+02,4.382299999999999862e+00
1.047548083999999946e+01,2.302400000000000002e+00
2.292886314000000070e+01,2.083099999999999952e+00
7.747409910000000366e+01,4.168000000000000149e+00
2.927211189999999963e+00,2.544999999999999929e+00
6.885952220000000068e+00,4.147999999999999687e+00
1.505493560000000031e+01,4.801000000000000156e+00
3.828563379999999938e+01,6.511999999999999567e+00
2.932011656999999971e+01,5.253599999999999604e+00
6.032494215999999909e+01,6.618800000000000239e+00
1.432063047000000040e+02,8.930199999999999250e+00
1.044635944000000016e+01,2.749000000000000110e+00
4.071504980000000273e+01,8.586999999999999744e+00
2.508553290000000047e+00,2.266399999999999970e+00
5.419084909999999589e+00,2.337899999999999867e+00
1.375129635999999955e+01,3.853000000000000203e+00
3.018370210000000142e+01,5.878999999999999559e+00
1.272824442000000005e+02,7.154499999999999638e+00
1.937029969999999990e+00,1.472699999999999898e+00
7.061173219999999695e+00,1.040599999999999969e+00
3.295701020000000092e+00,1.826799999999999979e+00
5.315954490000000199e+00,1.116500000000000048e+00
9.653490160000000486e+00,2.902899999999999814e+00
1.499144440000000023e+00,1.425899999999999945e+00
5.487114410000000220e+00,2.930000000000000160e+00
8.290841670000000718e+00,3.612999999999999989e+00
1.673869034999999883e+01,2.398000000000000131e+00
3.205396219999999907e+00,2.142999999999999794e+00
4.646223830000000277e+00,2.513700000000000045e+00
7.240224180000000231e+00,2.915299999999999780e+00
1.732670445000000115e+01,4.269000000000000128e+00
4.484111680000000177e+01,5.902000000000000135e+00
1.041572666000000069e+01,2.771900000000000031e+00
1.308424285999999981e+01,3.040099999999999802e+00
9.695011460000001691e+00,2.750000000000000000e+00
1.538253940000000064e+01,3.814999999999999947e+00
5.923657470000000203e+00,2.630199999999999871e+00
1.053582298999999978e+02,3.810000000000000053e+00
2.086021228999999977e+01,5.193699999999999761e+00
4.263427847999999898e+01,6.199799999999999756e+00
8.764760680000000548e+01,8.871000000000000441e+00
1.393068790999999962e+01,2.311999999999999833e+00
5.647580690000000203e+01,5.961000000000000298e+00
9.287472940000000676e+01,7.474000000000000199e+00
9.176171670000000447e+00,4.264199999999999768e+00
1.973839919999999992e+01,4.894000000000000128e+00
2.320403259999999932e+02,1.223499999999999943e+01
1.772451070000000017e+00,2.459200000000000053e+00
1.974733983000000137e+01,3.444399999999999906e+00
1.497031664000000006e+01,5.884000000000000341e+00
3.227538530000000350e+01,8.621999999999999886e+00
2.461069619999999958e+00,2.184000000000000163e+00
5.960400009999999860e+00,2.861699999999999910e+00
9.610932300000000339e+01,9.877000000000000668e+00
2.654784700000000157e+02,1.027999999999999936e+01
2.240486699999999942e+00,1.398800000000000043e+00
6.827781569999999967e+00,2.372599999999999820e+00
5.524186249999999632e+00,2.826000000000000068e+00
8.775147820000000820e+00,3.176000000000000156e+00
4.662719019999999936e+00,2.757000000000000117e+00
1.181501740000000034e+01,2.834000000000000075e+00
4.362732330000000047e+00,2.237499999999999822e+00
6.941358239999999569e+00,1.889899999999999913e+00
3.178211170000000152e+01,3.855999999999999872e+00
5.901278149999999556e+00,2.197900000000000187e+00
8.752096910000000562e+00,2.374200000000000088e+00
2.278078241000000048e+01,3.300199999999999800e+00
2.896005210000000218e+00,1.677599999999999980e+00
7.429579099999999992e-01,6.687999999999999501e-01
8.371595539999999502e+00,5.251999999999999780e+00
1.793466060000000084e+01,6.250000000000000000e+00
4.915385449999999601e+00,2.775700000000000056e+00
1.309390911000000024e+01,2.280499999999999972e+00
1.653889479999999912e+00,1.724199999999999955e+00
4.337220069999999872e+00,2.497300000000000075e+00
1.678326299999999938e+00,2.512300000000000200e+00
3.553831109999999960e+00,3.102899999999999991e+00
4.385364280000000115e+00,2.512599999999999945e+00
5.180982759999999843e+01,6.342999999999999972e+00
1.397945054999999925e+01,1.232499999999999929e+00
4.544436469999999950e+00,1.814100000000000046e+00
1.276220557999999983e+01,2.068799999999999972e+00
3.871496170000000347e+01,3.440999999999999837e+00
2.248288210000000120e+00,2.036099999999999799e+00
4.580346160000000388e+00,2.096999999999999975e+00
6.766907589999999750e+00,1.706199999999999939e+00
2.549562649999999930e+00,1.699899999999999967e+00
5.212301710000000199e+00,2.097999999999999865e+00
1.396950181000000057e+01,1.587099999999999955e+00
3.491683989999999937e+01,7.342999999999999972e+00
7.131165980000000104e+01,8.813000000000000611e+00
7.416347009999999962e+00,2.136200000000000099e+00
1.868483769999999922e+01,3.796499999999999986e+00
5.667930000000000135e+00,4.879999999999999893e+00
1.317562000000000033e+01,6.700000000000000178e+00
2.177596000000000132e+01,8.010999999999999233e+00
3.178440000000000154e+01,8.900000000000000355e+00
4.102902000000000271e+01,9.869999999999999218e+00
8.259803520000000177e+00,2.927999999999999936e+00
1.595541912999999923e+01,3.985100000000000087e+00
8.457466359999999739e+00,2.290599999999999969e+00
1.728116956999999942e+01,2.829000000000000181e+00
3.213400140000000249e+01,2.690999999999999837e+00
7.626354939999999694e+00,2.416799999999999837e+00
1.599560372999999913e+01,3.471000000000000085e+00
3.421150219999999820e+01,4.947000000000000064e+00
1.255111098999999975e+01,3.129300000000000193e+00
2.408841779999999844e+01,3.951999999999999957e+00
5.470333759999999934e+00,3.144099999999999895e+00
1.275800092000000063e+01,4.182800000000000296e+00
2.509850829999999888e+01,2.772699999999999942e+00
6.562264830000000160e+00,4.014400000000000190e+00
6.784468900000000247e+01,1.175699999999999967e+01
2.024820500000000134e+00,2.549999999999999822e+00
