t,f,df
5.169105547097860835e+02,9.993766546249389648e-01,2.746320096775889397e-04
5.169309888186398894e+02,9.994791150093078613e-01,2.746613172348588705e-04
5.169514231273788027e+02,9.994081258773803711e-01,2.746482787188142538e-04
5.169718573359932634e+02,9.997143149375915527e-01,2.747125690802931786e-04
5.169922914444978232e+02,9.992186427116394043e-01,2.746670797932893038e-04
5.170331599615019513e+02,9.996328949928283691e-01,2.746784302871674299e-04
5.170535940697736805e+02,9.992200732231140137e-01,2.746077370829880238e-04
5.170740283780469326e+02,9.989554882049560547e-01,2.746095997281372547e-04
5.170944625861957320e+02,9.993312954902648926e-01,2.746009558904916048e-04
5.171148967943518073e+02,9.990332126617431641e-01,2.746135869529098272e-04
5.171353310023914673e+02,9.992497563362121582e-01,2.746220270637422800e-04
5.171557652103074361e+02,9.995369315147399902e-01,2.745783422142267227e-04
5.171761994181142654e+02,9.991315603256225586e-01,2.746679820120334625e-04
5.171966336259210948e+02,1.000028133392333984e+00,2.746388490777462721e-04
5.172375020412946469e+02,9.998076558113098145e-01,2.745677193161100149e-04
5.172579363488621311e+02,9.992173314094543457e-01,2.746635873336344957e-04
5.172783704563189531e+02,9.993795752525329590e-01,2.746641403064131737e-04
5.172988047637772979e+02,9.993257522583007812e-01,2.746801183093339205e-04
5.173192389710020507e+02,9.993396997451782227e-01,2.745579986367374659e-04
5.173396730783351813e+02,9.996485114097595215e-01,2.746705140452831984e-04
5.173805415925453417e+02,9.994230866432189941e-01,2.746816608123481274e-04
5.174009756995365024e+02,9.991948008537292480e-01,2.745683596003800631e-04
5.174214100064127706e+02,9.996566772460937500e-01,2.746510435827076435e-04
5.174418442132882774e+02,9.993596076965332031e-01,2.745718520600348711e-04
5.174622783200393314e+02,9.996568560600280762e-01,2.746549143921583891e-04
5.174827126266827690e+02,9.997253417968750000e-01,2.746209502220153809e-04
5.175031468333181692e+02,9.995562434196472168e-01,2.746369864325970411e-04
5.175235809398436686e+02,9.993732571601867676e-01,2.746765676420181990e-04
5.175440152462542756e+02,9.994254708290100098e-01,2.746389654930680990e-04
5.175644493526633596e+02,9.990506768226623535e-01,2.746193786151707172e-04
5.175848835589495138e+02,9.990416765213012695e-01,2.745825331658124924e-04
5.176053178651272901e+02,9.991921186447143555e-01,2.745484816841781139e-04
5.176666204833018128e+02,9.993790984153747559e-01,2.746284881141036749e-04
5.176870546891295817e+02,1.000169277191162109e+00,2.747022663243114948e-04
5.177074888949500746e+02,9.993741512298583984e-01,2.746261889114975929e-04
5.177279231006614282e+02,9.990752935409545898e-01,2.745311066973954439e-04
5.177687915119604440e+02,9.990938901901245117e-01,2.745777892414480448e-04
5.177892257174389670e+02,9.993751049041748047e-01,2.745791571214795113e-04
5.178096599228010746e+02,9.997838139533996582e-01,2.746499085333198309e-04
5.178300942281566677e+02,9.995820522308349609e-01,2.746045065578073263e-04
5.178505283334015985e+02,9.990124702453613281e-01,2.746500249486416578e-04
5.178709625385235995e+02,9.994789958000183105e-01,2.745708625297993422e-04
5.178913968436536379e+02,9.988105893135070801e-01,2.745625679381191730e-04
5.179118309486657381e+02,9.992717504501342773e-01,2.745746751315891743e-04
5.179322651535621844e+02,9.997445344924926758e-01,2.746184472925961018e-04
5.179526994583357009e+02,9.996794462203979492e-01,2.746144891716539860e-04
5.179731335631149705e+02,9.995491504669189453e-01,2.746232203207910061e-04
5.179935677677713102e+02,9.993689656257629395e-01,2.746119280345737934e-04
5.180140020724356873e+02,9.993274211883544922e-01,2.745969104580581188e-04
5.180344361768657109e+02,9.995259046554565430e-01,2.745692036114633083e-04
5.180548704812899814e+02,9.991546869277954102e-01,2.745651581790298223e-04
5.180753046857207664e+02,9.991513490676879883e-01,2.745436213444918394e-04
5.180957388900351361e+02,9.996994137763977051e-01,2.746277314145117998e-04
5.181161730941093992e+02,9.994297623634338379e-01,2.746183890849351883e-04
5.181366072983073536e+02,9.994892477989196777e-01,2.746197860687971115e-04
5.181570415022724774e+02,9.997353553771972656e-01,2.746289828792214394e-04
5.181774757062303252e+02,9.996408224105834961e-01,2.746006939560174942e-04
5.181979099100790336e+02,9.997247457504272461e-01,2.745855308603495359e-04
5.182183441139277420e+02,9.995940923690795898e-01,2.745806705206632614e-04
5.182387783175363438e+02,9.998781085014343262e-01,2.745930978562682867e-04
5.182592125211522216e+02,9.994161725044250488e-01,2.746081736404448748e-04
5.182796467247680994e+02,9.994407892227172852e-01,2.745797974057495594e-04
5.183205151315269177e+02,9.993066787719726562e-01,2.745940000750124454e-04
5.183409492347927880e+02,9.997071027755737305e-01,2.745103847701102495e-04
5.183613835380529054e+02,9.992920756340026855e-01,2.744726371020078659e-04
5.183818177479552105e+02,9.998065233230590820e-01,2.744929806794971228e-04
5.184022520509897731e+02,9.991207122802734375e-01,2.745109086390584707e-04
5.184226861538991216e+02,9.994667768478393555e-01,2.745352103374898434e-04
5.184431203568165074e+02,9.993890523910522461e-01,2.745629171840846539e-04
5.184635546596109634e+02,9.990739822387695312e-01,2.744948433246463537e-04
5.184839887622947572e+02,9.994708895683288574e-01,2.745401579886674881e-04
5.185044229649793124e+02,9.989372491836547852e-01,2.745332603808492422e-04
5.185248572674317984e+02,9.999381899833679199e-01,2.745764504652470350e-04
5.185452913699919009e+02,9.993106126785278320e-01,2.744963858276605606e-04
5.185861598746560048e+02,9.994264245033264160e-01,2.745542733464390039e-04
5.186065939768741373e+02,9.994603395462036133e-01,2.745378587860614061e-04
5.186270281789766159e+02,9.997010231018066406e-01,2.745458623394370079e-04
5.186474624809634406e+02,9.996702671051025391e-01,2.745743549894541502e-04
5.186678966829422279e+02,9.995868802070617676e-01,2.745136152952909470e-04
5.186883307848111144e+02,9.997420310974121094e-01,2.745520905591547489e-04
5.187087650866742479e+02,9.995458126068115234e-01,2.745543606579303741e-04
5.187291992883110652e+02,1.000430226325988770e+00,2.746215614024549723e-04
5.187496333899471210e+02,9.990963339805603027e-01,2.744960074778646231e-04
5.187905018929814105e+02,1.000109314918518066e+00,2.745525271166115999e-04
5.188109361943861586e+02,1.000016689300537109e+00,2.745422243606299162e-04
5.188313702956656925e+02,1.000186920166015625e+00,2.745977835729718208e-04
5.188518044968368486e+02,9.997719526290893555e-01,2.745481033343821764e-04
5.188926728990627453e+02,9.994046092033386230e-01,2.745489473454654217e-04
5.189131070999937947e+02,9.997103810310363770e-01,2.744613739196211100e-04
5.189335413008157047e+02,9.996426105499267578e-01,2.745381789281964302e-04
5.189539755016303388e+02,9.996105432510375977e-01,2.745734527707099915e-04
5.189744096023350721e+02,9.994985461235046387e-01,2.745212987065315247e-04
5.189948439030413283e+02,9.997499585151672363e-01,2.745554957073181868e-04
5.190152781035139924e+02,9.996080398559570312e-01,2.744712110143154860e-04
5.190357123039793805e+02,9.999094605445861816e-01,2.745881793089210987e-04
5.190561465043356293e+02,9.990018606185913086e-01,2.745196106843650341e-04
5.190765807046846021e+02,9.994038343429565430e-01,2.745199308265000582e-04
5.190970149048080202e+02,9.994387030601501465e-01,2.745130623225122690e-04
5.191174491049314383e+02,9.987266063690185547e-01,2.745116944424808025e-04
5.191378833049384411e+02,9.986201524734497070e-01,2.744056982919573784e-04
5.191583176049389294e+02,9.984859824180603027e-01,2.744696976151317358e-04
5.191991859045956517e+02,9.993520379066467285e-01,2.744453959167003632e-04
5.192196202042541699e+02,9.992471337318420410e-01,2.744884986896067858e-04
5.192400544039119268e+02,9.997916221618652344e-01,2.744871599134057760e-04
5.192604885034525068e+02,1.000053286552429199e+00,2.745444944594055414e-04
5.192809228028709185e+02,9.999184012413024902e-01,2.744857338257133961e-04
5.193013570021794294e+02,1.000242710113525391e+00,2.745744714047759771e-04
5.193217911014799029e+02,9.999228119850158691e-01,2.744416997302323580e-04
5.193422254006727599e+02,9.996725916862487793e-01,2.745359961409121752e-04
5.193626595997484401e+02,9.992731809616088867e-01,2.743520599324256182e-04
5.193830936987069435e+02,1.000040888786315918e+00,2.744915545918047428e-04
5.194035279976596939e+02,9.997164011001586914e-01,2.743582299444824457e-04
5.194239621965025435e+02,9.998084306716918945e-01,2.745170495472848415e-04
5.194443962952209404e+02,9.998352527618408203e-01,2.743740333244204521e-04
5.194648305939481361e+02,9.997674226760864258e-01,2.745474048424512148e-04
5.194852647925581550e+02,9.999880790710449219e-01,2.743776713032275438e-04
5.195056990910452441e+02,9.993470311164855957e-01,2.743662917055189610e-04
5.195261331894216710e+02,9.998278021812438965e-01,2.743366640061140060e-04
5.195465673877988593e+02,9.996757507324218750e-01,2.743881777860224247e-04
5.195670016859367024e+02,9.996238946914672852e-01,2.743628574535250664e-04
5.195874357841967139e+02,9.997869729995727539e-01,2.743510412983596325e-04
5.196078699822246563e+02,9.995041489601135254e-01,2.743799122981727123e-04
5.196283041802453226e+02,1.000439882278442383e+00,2.743886725511401892e-04
5.196487384780411958e+02,9.997275471687316895e-01,2.743720833677798510e-04
5.196691725758355460e+02,9.996880888938903809e-01,2.743437362369149923e-04
5.196896067736233817e+02,1.000072598457336426e+00,2.743580844253301620e-04
5.197100409711856628e+02,9.998358488082885742e-01,2.743253717198967934e-04
5.197304751687479438e+02,9.992195367813110352e-01,2.743588120210915804e-04
5.197509094663037104e+02,1.000131368637084961e+00,2.743647200986742973e-04
5.197713435636323993e+02,9.998685717582702637e-01,2.743764489423483610e-04
5.197917777609618497e+02,9.999003410339355469e-01,2.743776713032275438e-04
5.198122120581683703e+02,1.000046014785766602e+00,2.744134108070284128e-04
5.198326461552642286e+02,9.998126626014709473e-01,2.743312215898185968e-04
5.198530803522444330e+02,9.998997449874877930e-01,2.743896038737148046e-04
5.198735146492181229e+02,9.998557567596435547e-01,2.743778168223798275e-04
5.198939487460811506e+02,9.999279379844665527e-01,2.743733348324894905e-04
5.199143830428292858e+02,1.000141859054565430e+00,2.743524382822215557e-04
5.199348172395693837e+02,9.992073774337768555e-01,2.743045333772897720e-04
5.199552513360831654e+02,9.995728135108947754e-01,2.743000804912298918e-04
5.199756856325984700e+02,1.000223517417907715e+00,2.743619552347809076e-04
5.200165540253874497e+02,9.999201893806457520e-01,2.743529039435088634e-04
5.200369882216691622e+02,9.998218417167663574e-01,2.743706572800874710e-04
5.200574224178271834e+02,1.000020861625671387e+00,2.743462100625038147e-04
5.200778566138760652e+02,9.997776746749877930e-01,2.743379736784845591e-04
5.200982908098085318e+02,9.999699592590332031e-01,2.743028453551232815e-04
5.201187250057337224e+02,9.996598362922668457e-01,2.743555523920804262e-04
5.201391592015497736e+02,9.995538592338562012e-01,2.742652723100036383e-04
5.201595934972428950e+02,1.000113606452941895e+00,2.743222867138683796e-04
5.201800275928253541e+02,9.995972514152526855e-01,2.742537471931427717e-04
5.202004617884085746e+02,1.000186800956726074e+00,2.743004879448562860e-04
5.202208960838761413e+02,1.000403761863708496e+00,2.743158256635069847e-04
5.202413301792184939e+02,9.998259544372558594e-01,2.742854412645101547e-04
5.202617644745696452e+02,9.999634623527526855e-01,2.742904180195182562e-04
5.202821986696799286e+02,9.998708367347717285e-01,2.742751967161893845e-04
5.203026327647967264e+02,9.997032880783081055e-01,2.743033983279019594e-04
5.203230670597986318e+02,1.000748157501220703e+00,2.743486256804317236e-04
5.203639353495600517e+02,1.000262141227722168e+00,2.743149525485932827e-04
5.203843696443291265e+02,1.000123262405395508e+00,2.742898650467395782e-04
5.204048037389729870e+02,9.999094605445861816e-01,2.743170480243861675e-04
5.204252379335084697e+02,1.000247597694396973e+00,2.743025252129882574e-04
5.204661063224630198e+02,1.000305891036987305e+00,2.743304357863962650e-04
5.204865405167583958e+02,1.000174283981323242e+00,2.742520591709762812e-04
5.205069748109453940e+02,1.000018835067749023e+00,2.743366640061140060e-04
5.205274089051235933e+02,1.000193715095520020e+00,2.742653014138340950e-04
5.205478430990769994e+02,1.000104069709777832e+00,2.742989163380116224e-04
5.205682773930311669e+02,1.000201344490051270e+00,2.743048826232552528e-04
5.205887115869772970e+02,1.000504612922668457e+00,2.743013028521090746e-04
5.206091457806978724e+02,1.000364542007446289e+00,2.742710930760949850e-04
5.206295799744184478e+02,1.000307321548461914e+00,2.742663782555609941e-04
5.206500141680153320e+02,1.000160574913024902e+00,2.742923679761588573e-04
5.206704484615038382e+02,1.000228524208068848e+00,2.742477227002382278e-04
5.206908825548744062e+02,9.999923706054687500e-01,2.742372453212738037e-04
5.207113167482384597e+02,1.000306248664855957e+00,2.742956858128309250e-04
5.207317510414941353e+02,1.000383377075195312e+00,2.743038057815283537e-04
5.207521851346318726e+02,9.995177388191223145e-01,2.742009528446942568e-04
5.207726193276466802e+02,1.000513792037963867e+00,2.742393407970666885e-04
5.207930536206695251e+02,1.000029802322387695e+00,2.742811047937721014e-04
5.208134877134580165e+02,1.000277400016784668e+00,2.742604410741478205e-04
5.208339219062399934e+02,1.000006318092346191e+00,2.742758952081203461e-04
5.208543561990300077e+02,1.000209808349609375e+00,2.743488003034144640e-04
5.208747902915856685e+02,1.000378727912902832e+00,2.742925134953111410e-04
5.209156587765755830e+02,9.999707937240600586e-01,2.742504002526402473e-04
5.209360928688984131e+02,9.999437332153320312e-01,2.742931246757507324e-04
5.209565270610983134e+02,1.000024795532226562e+00,2.742056094575673342e-04
5.209769613533062511e+02,9.996933937072753906e-01,2.742063079494982958e-04
5.209973955453970120e+02,9.999821186065673828e-01,2.742898068390786648e-04
5.210178297373640817e+02,1.000294327735900879e+00,2.742128563113510609e-04
5.210382639292220119e+02,1.000337243080139160e+00,2.742074138950556517e-04
5.210586981209635269e+02,1.000096559524536133e+00,2.742321230471134186e-04
5.210791323126977659e+02,1.000609278678894043e+00,2.742556098382920027e-04
5.210995665043228655e+02,1.000347971916198730e+00,2.742405049502849579e-04
5.211200005958307884e+02,1.000316500663757324e+00,2.742974320426583290e-04
5.211404348872165428e+02,1.000569105148315430e+00,2.742564247455447912e-04
5.211608690786088118e+02,9.999817013740539551e-01,2.741793286986649036e-04
5.211813031698839040e+02,1.000554323196411133e+00,2.743122167885303497e-04
5.212017374610368279e+02,1.000898718833923340e+00,2.743244112934917212e-04
5.212221716520798509e+02,1.000408887863159180e+00,2.742869837675243616e-04
5.212426057430056971e+02,1.000966906547546387e+00,2.742888464126735926e-04
5.212630400339257903e+02,1.000434279441833496e+00,2.742197248153388500e-04
5.212834742247359827e+02,9.999165534973144531e-01,2.742244687397032976e-04
5.213039083154289983e+02,1.000103116035461426e+00,2.742296783253550529e-04
5.213243426059998455e+02,1.000331401824951172e+00,2.742195792961865664e-04
5.213447767965772073e+02,1.000413179397583008e+00,2.742393990047276020e-04
5.213652110869152239e+02,1.000304102897644043e+00,2.742379438132047653e-04
5.213856451772589935e+02,1.000681042671203613e+00,2.742393407970666885e-04
5.214060793676035246e+02,1.000465393066406250e+00,2.742309297900646925e-04
5.214265136577159865e+02,1.000880360603332520e+00,2.741549396887421608e-04
5.214469477477032342e+02,1.000612735748291016e+00,2.742140495683997869e-04
5.214673819376985193e+02,1.000680923461914062e+00,2.742720243986696005e-04
5.214878162275708746e+02,1.000955939292907715e+00,2.742327342275530100e-04
5.215286845070950221e+02,1.000491142272949219e+00,2.742265642154961824e-04
5.215491187967418227e+02,1.000333547592163086e+00,2.741527277976274490e-04
5.215695529861477553e+02,1.000350713729858398e+00,2.742101787589490414e-04
5.215899870755602024e+02,1.000284433364868164e+00,2.741492353379726410e-04
5.216104213649668964e+02,1.000646948814392090e+00,2.741901262197643518e-04
5.216308555541472742e+02,1.000072240829467773e+00,2.741421631071716547e-04
5.216512896433268907e+02,1.000586152076721191e+00,2.742565120570361614e-04
5.216717239323916147e+02,1.000705242156982422e+00,2.741953940130770206e-04
5.216921581213318859e+02,1.000801682472229004e+00,2.742460346780717373e-04
5.217125922101622564e+02,1.000795841217041016e+00,2.742702199611812830e-04
5.217330264989868738e+02,1.000697493553161621e+00,2.742409997154027224e-04
5.217738948761834763e+02,1.000386476516723633e+00,2.741812786553055048e-04
5.217943290646653622e+02,9.999716281890869141e-01,2.741563657764345407e-04
5.218147631530227954e+02,1.000792384147644043e+00,2.741907082963734865e-04
5.218351974413890275e+02,1.000718235969543457e+00,2.742442884482443333e-04
5.218556316296308069e+02,1.001351356506347656e+00,2.742614597082138062e-04
5.218760658177634468e+02,1.000521779060363770e+00,2.741187345236539841e-04
5.218965000057796715e+02,1.001029253005981445e+00,2.741150383371859789e-04
5.219169341936794808e+02,1.000558376312255859e+00,2.741831413004547358e-04
5.219373683814555989e+02,1.000889182090759277e+00,2.741719945333898067e-04
5.219578025692389929e+02,1.000401020050048828e+00,2.741684147622436285e-04
5.219986709444492590e+02,1.000421643257141113e+00,2.741708594840019941e-04
5.220395393193175551e+02,1.000325679779052734e+00,2.741629141382873058e-04
5.220599735066280118e+02,1.001099348068237305e+00,2.741672797128558159e-04
5.220804077937136753e+02,1.000641942024230957e+00,2.742374781519174576e-04
5.221008418809069553e+02,1.000520586967468262e+00,2.741377684287726879e-04
5.221212760678754421e+02,1.000176548957824707e+00,2.741304342634975910e-04
5.221417103547282750e+02,1.000379085540771484e+00,2.742022043094038963e-04
5.221621444415795850e+02,1.000331282615661621e+00,2.741164353210479021e-04
5.221825787283087266e+02,1.000629305839538574e+00,2.742146607488393784e-04
5.222234470014227554e+02,1.000428438186645508e+00,2.741555217653512955e-04
5.222438812878099270e+02,1.001149535179138184e+00,2.741583157330751419e-04
5.222643154741963372e+02,1.000453829765319824e+00,2.741897187661379576e-04
5.222847495604655705e+02,1.000732898712158203e+00,2.741142234299331903e-04
5.223256180326497997e+02,1.000430703163146973e+00,2.741096250247210264e-04
5.223460522185632726e+02,1.000465512275695801e+00,2.741348871495574713e-04
5.223664864044840215e+02,1.000512003898620605e+00,2.741671341937035322e-04
5.223869205902883550e+02,1.000558257102966309e+00,2.740781346801668406e-04
5.224073547758525820e+02,1.000600814819335938e+00,2.741834323387593031e-04
5.224277889615405002e+02,1.000225186347961426e+00,2.740972850006073713e-04
5.224482231469955877e+02,1.000342249870300293e+00,2.741260977927595377e-04
5.224686573323269840e+02,1.000311613082885742e+00,2.741138741839677095e-04
5.224890915176656563e+02,1.000346899032592773e+00,2.740369236562401056e-04
5.225095257028879132e+02,1.000721335411071777e+00,2.740947820711880922e-04
5.225299598879864789e+02,1.000718832015991211e+00,2.741545904427766800e-04
5.225503940729759051e+02,1.000020027160644531e+00,2.740740310400724411e-04
5.225708282578489161e+02,1.001042604446411133e+00,2.741748176049441099e-04
5.226116966274712468e+02,1.001018524169921875e+00,2.741705684456974268e-04
5.226321308121114271e+02,1.001012802124023438e+00,2.741069765761494637e-04
5.226525650966286776e+02,1.001584172248840332e+00,2.741609641816467047e-04
5.226934333654426155e+02,1.000742197036743164e+00,2.741513890214264393e-04
5.227138676496106200e+02,1.000632643699645996e+00,2.740844502113759518e-04
5.227343017337843776e+02,1.000467658042907715e+00,2.741295320447534323e-04
5.227751702017776552e+02,1.000616192817687988e+00,2.740415802691131830e-04
5.227956042857185821e+02,1.000824570655822754e+00,2.740782219916582108e-04
5.228160384694274398e+02,1.000313401222229004e+00,2.740830532275140285e-04
5.228364727531297831e+02,1.000826120376586914e+00,2.740383788477629423e-04
5.228569069367222255e+02,1.000556707382202148e+00,2.740949275903403759e-04
5.228773410201974912e+02,1.000760912895202637e+00,2.740748459473252296e-04
5.228977753035505884e+02,1.000458359718322754e+00,2.739817136898636818e-04
5.229182094869102002e+02,1.000533699989318848e+00,2.741322387009859085e-04
5.229386436700297054e+02,1.000282049179077148e+00,2.740928321145474911e-04
5.229590778531564865e+02,1.000878214836120605e+00,2.740955969784408808e-04
5.229795120361668523e+02,1.000699400901794434e+00,2.740425989031791687e-04
5.229999462190608028e+02,1.000534534454345703e+00,2.741165517363697290e-04
5.230203804018310620e+02,1.000651240348815918e+00,2.740326453931629658e-04
5.230408145846085972e+02,1.000507950782775879e+00,2.741082862485200167e-04
5.230612488671467872e+02,1.000513792037963867e+00,2.740687341429293156e-04
5.230816829496907303e+02,1.000635266304016113e+00,2.741038333624601364e-04
5.231021171321190195e+02,1.000736713409423828e+00,2.741371863521635532e-04
5.231225513144308934e+02,1.000119686126708984e+00,2.741500502452254295e-04
5.231429854966190760e+02,1.000597953796386719e+00,2.739396877586841583e-04
5.231634195788137731e+02,1.000088095664978027e+00,2.740287745837122202e-04
5.232042880427325144e+02,1.001093983650207520e+00,2.740700729191303253e-04
5.232247221245779656e+02,1.001282572746276855e+00,2.741351781878620386e-04
5.232451564063085243e+02,1.000058650970458984e+00,2.740507479757070541e-04
5.232655905880310456e+02,1.001039981842041016e+00,2.740602358244359493e-04
5.232860247695280123e+02,1.000554323196411133e+00,2.739543851930648088e-04
5.233064589510177029e+02,1.000710129737854004e+00,2.740295021794736385e-04
5.233268931322818389e+02,1.000623703002929688e+00,2.739776682574301958e-04
5.233473274135467364e+02,1.000287413597106934e+00,2.740600320976227522e-04
5.233677614946936956e+02,1.000941395759582520e+00,2.740621566772460938e-04
5.233881956758341403e+02,1.000381708145141602e+00,2.740192576311528683e-04
5.234086299567497917e+02,1.000629305839538574e+00,2.739890187513083220e-04
5.234290641376574058e+02,1.000674486160278320e+00,2.740316558629274368e-04
5.234494982183387037e+02,1.000984907150268555e+00,2.740766503848135471e-04
5.234699324990215246e+02,1.000396251678466797e+00,2.738554321695119143e-04
5.234903666795798927e+02,1.000589132308959961e+00,2.739967894740402699e-04
5.235108007600283599e+02,1.000506639480590820e+00,2.739752235356718302e-04
5.235312350404783501e+02,1.000939846038818359e+00,2.739996416494250298e-04
5.235516692206874723e+02,1.000951766967773438e+00,2.739135816227644682e-04
5.235721033009031089e+02,1.000515580177307129e+00,2.740062773227691650e-04
5.235925375810038531e+02,1.001152634620666504e+00,2.739909105002880096e-04
5.236129717609801446e+02,1.000908732414245605e+00,2.740143972914665937e-04
5.236334058408465353e+02,1.000401735305786133e+00,2.739783376455307007e-04
5.236538401205980335e+02,1.000786423683166504e+00,2.739335177466273308e-04
5.236742743003414944e+02,1.000719070434570312e+00,2.737886388786137104e-04
5.236947085798601620e+02,1.000540137290954590e+00,2.740595373325049877e-04
5.237151426593773067e+02,1.001188755035400391e+00,2.739828196354210377e-04
5.237355768387715216e+02,1.000776886940002441e+00,2.738636103458702564e-04
5.237560111180573585e+02,1.000442147254943848e+00,2.738822659011930227e-04
5.237764451972252573e+02,1.000583767890930176e+00,2.738140465226024389e-04
5.237968793763866415e+02,1.000702857971191406e+00,2.738706534728407860e-04
5.238173135553224711e+02,1.001002311706542969e+00,2.739421615842729807e-04
5.238377477342583006e+02,1.000409007072448730e+00,2.738375042099505663e-04
5.238581819130704389e+02,1.000299453735351562e+00,2.738571783993393183e-04
5.238786160916570225e+02,1.000584244728088379e+00,2.739125047810375690e-04
5.239194844488229137e+02,1.000969171524047852e+00,2.738466428127139807e-04
5.239399187271774281e+02,1.000680327415466309e+00,2.739741757977753878e-04
5.239603528055304196e+02,1.000920534133911133e+00,2.738789771683514118e-04
5.239807869836440659e+02,1.001250028610229492e+00,2.738382318057119846e-04
5.240012212617657497e+02,1.000930070877075195e+00,2.738933253567665815e-04
5.240216553397694952e+02,1.000769615173339844e+00,2.738697512540966272e-04
5.240420895176503109e+02,1.000192046165466309e+00,2.739035990089178085e-04
5.240625237955391640e+02,1.000852108001708984e+00,2.738760667853057384e-04
5.240829578731936635e+02,1.000502705574035645e+00,2.739402698352932930e-04
5.241238263282648404e+02,1.000829219818115234e+00,2.738880284596234560e-04
5.241442604056865093e+02,1.000854969024658203e+00,2.738962939474731684e-04
5.241646946829860099e+02,1.000328779220581055e+00,2.738226612564176321e-04
5.241851288601756096e+02,1.001183271408081055e+00,2.738949260674417019e-04
5.242055629372480325e+02,1.000627398490905762e+00,2.738899493124336004e-04
5.242259972143147024e+02,1.000723719596862793e+00,2.738345065154135227e-04
5.242464313911550562e+02,1.000337123870849609e+00,2.738246403168886900e-04
5.242668655679954099e+02,1.000227928161621094e+00,2.738637267611920834e-04
5.242872997447120724e+02,1.000887155532836914e+00,2.738742623478174210e-04
5.243077339213195955e+02,1.000003099441528320e+00,2.738139592111110687e-04
5.243281680978107033e+02,1.000476241111755371e+00,2.738583425525575876e-04
5.243486022741781198e+02,1.000191092491149902e+00,2.738404145929962397e-04
5.243690364504363970e+02,1.000308036804199219e+00,2.737700997386127710e-04
5.243894706266946741e+02,1.000646233558654785e+00,2.738170151133090258e-04
5.244099049028300215e+02,1.000495076179504395e+00,2.737956820055842400e-04
5.244303389787382912e+02,1.000451803207397461e+00,2.738487673923373222e-04
5.244507731546473224e+02,1.000739574432373047e+00,2.738524635788053274e-04
5.244712074304334237e+02,1.000578522682189941e+00,2.738278708420693874e-04
5.244916415061088628e+02,1.000495672225952148e+00,2.738327602855861187e-04
5.245120757817785488e+02,1.000295758247375488e+00,2.738369512371718884e-04
5.245325098572211573e+02,1.000297665596008301e+00,2.737789473030716181e-04
5.245529440326645272e+02,1.000313401222229004e+00,2.737882023211568594e-04
5.245733783078758279e+02,9.999617934226989746e-01,2.737724862527102232e-04
5.245938123830783297e+02,1.000103235244750977e+00,2.738184703048318624e-04
5.246142465581724537e+02,1.000351548194885254e+00,2.738018811214715242e-04
5.246346808331436478e+02,1.000372171401977539e+00,2.738349721767008305e-04
5.246551149080041796e+02,1.000222682952880859e+00,2.737941395025700331e-04
5.246755490828654729e+02,1.000474333763122559e+00,2.737980976235121489e-04
5.246959833574946970e+02,1.000602245330810547e+00,2.737903269007802010e-04
5.247164174321151222e+02,1.000674724578857422e+00,2.737977774813771248e-04
5.247572858808998717e+02,1.000514864921569824e+00,2.738270268309861422e-04
5.247777200551790884e+02,1.000539422035217285e+00,2.737062459345906973e-04
5.247981541293411283e+02,1.000088453292846680e+00,2.737710310611873865e-04
5.248390225774273858e+02,1.000593662261962891e+00,2.739056944847106934e-04
5.248594567512409412e+02,1.000581502914428711e+00,2.738781040534377098e-04
5.248798909250472207e+02,1.000114440917968750e+00,2.738623879849910736e-04
5.249003250987443607e+02,1.000214934349060059e+00,2.738832845352590084e-04
5.249207593723258469e+02,1.000473022460937500e+00,2.737525792326778173e-04
5.249616276191300130e+02,1.001075267791748047e+00,2.739069459494203329e-04
5.249820618923622533e+02,1.000945091247558594e+00,2.739125047810375690e-04
5.250024959654692793e+02,1.000492572784423828e+00,2.738348848652094603e-04
5.250229301384679275e+02,1.000479578971862793e+00,2.738074108492583036e-04
5.250433644114673370e+02,1.000504612922668457e+00,2.738122420851141214e-04
5.250637984843415325e+02,9.998337626457214355e-01,2.737090981099754572e-04
5.250842326569909346e+02,1.000293016433715820e+00,2.738054608926177025e-04
5.251251010021660477e+02,1.000190734863281250e+00,2.737772592809051275e-04
5.251455351745826192e+02,1.000499129295349121e+00,2.738545590545982122e-04
5.251659694469999522e+02,1.000530123710632324e+00,2.738129114732146263e-04
5.251864035191756557e+02,1.000666022300720215e+00,2.737724862527102232e-04
5.252068376913593966e+02,1.000255227088928223e+00,2.737058093771338463e-04
5.252272718633103068e+02,1.000273227691650391e+00,2.739160554483532906e-04
5.252477060352539411e+02,1.000065922737121582e+00,2.738278999458998442e-04
5.252681403070891974e+02,9.998964071273803711e-01,2.737351751420646906e-04
5.252885743788065156e+02,1.000404357910156250e+00,2.737909089773893356e-04
5.253090085504009039e+02,1.000514626502990723e+00,2.737847971729934216e-04
5.253294428218869143e+02,1.000284433364868164e+00,2.738064504228532314e-04
5.253703110645001289e+02,1.000636100769042969e+00,2.737448376137763262e-04
5.253907453357533086e+02,1.000380992889404297e+00,2.738995535764843225e-04
5.254111795067728963e+02,9.997529387474060059e-01,2.737351751420646906e-04
5.254316135777844465e+02,1.000346183776855469e+00,2.737325266934931278e-04
5.254520478486883803e+02,1.000438451766967773e+00,2.738384355325251818e-04
5.254724820194751373e+02,9.995695352554321289e-01,2.737635222729295492e-04
