t,f,df
4.616155272807882284e+02,9.997813701629638672e-01,2.777132613118737936e-04
4.616359614425819018e+02,9.996815323829650879e-01,2.777769404929131269e-04
4.616563956044556107e+02,9.999276399612426758e-01,2.778674243018031120e-04
4.616972640285966918e+02,9.998351335525512695e-01,2.776834007818251848e-04
4.617176980908188852e+02,9.999809861183166504e-01,2.778331981971859932e-04
4.617381322531655314e+02,9.996569156646728516e-01,2.778129710350185633e-04
4.617585665156366304e+02,9.997091293334960938e-01,2.777090121526271105e-04
4.617790005782153457e+02,9.995414018630981445e-01,2.777296758722513914e-04
4.617994347409112379e+02,1.000170826911926270e+00,2.777814515866339207e-04
4.618198690037170309e+02,9.990400075912475586e-01,2.776998444460332394e-04
4.618403030666304403e+02,9.996703863143920898e-01,2.777398622129112482e-04
4.618607372296755784e+02,9.996409416198730469e-01,2.777012705337256193e-04
4.618811714928306174e+02,1.000150918960571289e+00,2.777673653326928616e-04
4.619016055560932728e+02,9.996824264526367188e-01,2.777521440293639898e-04
4.619424739829628379e+02,9.997394680976867676e-01,2.777556073851883411e-04
4.619629080465747393e+02,1.000106573104858398e+00,2.777374465949833393e-04
4.619833422102892655e+02,9.998915195465087891e-01,2.778338675852864981e-04
4.620037764741136925e+02,9.999873042106628418e-01,2.777698100544512272e-04
4.620242106380610494e+02,9.998216629028320312e-01,2.776980982162058353e-04
4.620446447021240601e+02,1.000093340873718262e+00,2.777813933789730072e-04
4.620650789662977331e+02,9.995571970939636230e-01,2.777749614324420691e-04
4.620855131305943360e+02,9.995547533035278320e-01,2.777635818347334862e-04
4.621059471950065927e+02,9.997363090515136719e-01,2.777591580525040627e-04
4.621263814595149597e+02,9.995171427726745605e-01,2.777418121695518494e-04
4.621468156241462566e+02,9.995110034942626953e-01,2.776991168502718210e-04
4.621672496888786554e+02,9.996746778488159180e-01,2.777361078187823296e-04
4.621876839537362684e+02,1.000310778617858887e+00,2.777705376502126455e-04
4.622081181187168113e+02,9.999632239341735840e-01,2.777749032247811556e-04
4.622285521837839042e+02,9.996818900108337402e-01,2.777583431452512741e-04
4.622489863489608979e+02,9.995887279510498047e-01,2.777117479126900434e-04
4.622694206142768962e+02,9.997975826263427734e-01,2.777666668407618999e-04
4.622898547797085484e+02,9.996014237403869629e-01,2.777455956675112247e-04
4.623307231108847191e+02,9.998099207878112793e-01,2.777554909698665142e-04
4.623511571766357520e+02,9.995335340499877930e-01,2.777104091364890337e-04
4.623715913424966857e+02,9.991789460182189941e-01,2.776113396976143122e-04
4.623920256084820721e+02,9.996472597122192383e-01,2.777220506686717272e-04
4.624124596745823510e+02,9.999409317970275879e-01,2.777417539618909359e-04
4.624328938407852547e+02,9.995419383049011230e-01,2.777671616058796644e-04
4.624533281070980593e+02,9.999901652336120605e-01,2.777632325887680054e-04
4.624737621735330322e+02,9.998445510864257812e-01,2.776822948362678289e-04
4.624941963400633540e+02,9.996205568313598633e-01,2.777392219286412001e-04
4.625146306067326805e+02,9.999176263809204102e-01,2.777211193460971117e-04
4.625350646735023474e+02,9.998175501823425293e-01,2.777595072984695435e-04
4.625759331073568319e+02,9.994280934333801270e-01,2.776854089461266994e-04
4.626168013416754548e+02,9.998052120208740234e-01,2.777464105747640133e-04
4.626372356089996174e+02,1.000201702117919922e+00,2.777577028609812260e-04
4.626576697764394339e+02,9.998540878295898438e-01,2.777046465780586004e-04
4.626985381116464850e+02,9.997524619102478027e-01,2.777082263492047787e-04
4.627189722794209956e+02,9.999901652336120605e-01,2.777480112854391336e-04
4.627394063472893322e+02,1.000023961067199707e+00,2.777396875899285078e-04
4.627598406152828829e+02,9.996722340583801270e-01,2.777439367491751909e-04
4.627802747833920876e+02,9.996050596237182617e-01,2.777486515697091818e-04
4.628007088516169460e+02,1.000295639038085938e+00,2.777773479465395212e-04
4.628211431199233630e+02,9.996154904365539551e-01,2.777271438390016556e-04
4.630050505398394307e+02,1.000101089477539062e+00,2.777474001049995422e-04
4.630254848092590692e+02,1.000034332275390625e+00,2.777495537884533405e-04
4.630459189788161893e+02,9.996693730354309082e-01,2.777152694761753082e-04
4.630663530484525836e+02,1.000627398490905762e+00,2.777942572720348835e-04
4.630867873182214680e+02,1.000347971916198730e+00,2.777093322947621346e-04
4.631276555580698187e+02,9.995508790016174316e-01,2.777218178380280733e-04
4.631480898281733971e+02,9.994543194770812988e-01,2.776684123091399670e-04
4.631685239983708016e+02,9.996487498283386230e-01,2.777186455205082893e-04
4.631889580686620320e+02,9.999573230743408203e-01,2.777832269202917814e-04
4.632298264096170897e+02,9.998825788497924805e-01,2.777157642412930727e-04
4.632502605802583275e+02,1.000570893287658691e+00,2.777507761493325233e-04
4.632706948510167422e+02,1.000153303146362305e+00,2.776950423140078783e-04
4.632911289218609454e+02,1.000269532203674316e+00,2.777280751615762711e-04
4.633319973639081581e+02,1.000002145767211914e+00,2.777107001747936010e-04
4.633524315350805409e+02,1.000268936157226562e+00,2.777969639282673597e-04
4.633728656063904054e+02,9.999394416809082031e-01,2.777406771201640368e-04
4.633932998777891044e+02,1.000434041023254395e+00,2.777491463348269463e-04
4.634137340492961812e+02,1.000065326690673828e+00,2.777681220322847366e-04
4.634341681208970840e+02,1.000009894371032715e+00,2.776919573079794645e-04
4.634546023926450289e+02,1.000036001205444336e+00,2.777208865154534578e-04
4.634750365644722478e+02,1.000368475914001465e+00,2.777106128633022308e-04
4.634954706364223966e+02,9.999179840087890625e-01,2.776868641376495361e-04
4.635159048084897222e+02,9.999310970306396484e-01,2.777170448098331690e-04
4.635567731529081357e+02,9.998025894165039062e-01,2.776535402517765760e-04
4.635772073252956034e+02,9.996972084045410156e-01,2.776957699097692966e-04
4.635976415977929719e+02,9.998050928115844727e-01,2.777092449832707644e-04
4.636180756703834049e+02,9.994459748268127441e-01,2.776709152385592461e-04
4.636385098430764629e+02,1.000346660614013672e+00,2.777310437522828579e-04
4.636589441158939735e+02,1.000733256340026855e+00,2.777215559035539627e-04
4.636793781888191006e+02,1.000090122222900391e+00,2.777032204903662205e-04
4.636998123618468526e+02,1.000097870826721191e+00,2.776765613816678524e-04
4.637202466349845054e+02,9.999133348464965820e-01,2.776824403554201126e-04
4.637406808082159841e+02,9.999215602874755859e-01,2.777035406325012445e-04
4.637611148815776687e+02,1.000171542167663574e+00,2.777152694761753082e-04
4.637815491550354636e+02,1.000401020050048828e+00,2.777460031211376190e-04
4.638019833286016365e+02,1.000265121459960938e+00,2.776800829451531172e-04
4.638428516760468483e+02,1.000118374824523926e+00,2.776936453301459551e-04
4.638632858499477152e+02,1.000360727310180664e+00,2.776736218947917223e-04
4.638837199239351321e+02,9.996910095214843750e-01,2.776952751446515322e-04
4.639041541980332113e+02,9.999672174453735352e-01,2.776807523332536221e-04
4.639245883722542203e+02,1.000805139541625977e+00,2.777311892714351416e-04
4.639450224465617794e+02,1.000452756881713867e+00,2.777238551061600447e-04
4.639654567209945526e+02,9.997808933258056641e-01,2.776785113383084536e-04
4.639858908955211518e+02,9.995424747467041016e-01,2.776764449663460255e-04
4.640063249701779569e+02,1.000838518142700195e+00,2.777448389679193497e-04
4.640267592449163203e+02,1.000853538513183594e+00,2.777810441330075264e-04
4.640471933197477483e+02,1.000554323196411133e+00,2.777219924610108137e-04
4.640676274947254569e+02,1.000230669975280762e+00,2.777501067612320185e-04
4.640880616697832011e+02,9.995188713073730469e-01,2.776968176476657391e-04
4.641084959449653979e+02,1.000226974487304688e+00,2.777091285679489374e-04
4.641289300202333834e+02,1.000107526779174805e+00,2.777214394882321358e-04
4.641493641956112697e+02,1.000559926033020020e+00,2.777728077489882708e-04
4.641697984711136087e+02,1.000125885009765625e+00,2.777273475658148527e-04
4.641902325467017363e+02,1.000055313110351562e+00,2.777264453470706940e-04
4.642106667223997647e+02,1.000520229339599609e+00,2.777640765998512506e-04
4.642311009982222458e+02,1.000432729721069336e+00,2.777644549496471882e-04
4.642515350741305156e+02,1.000098109245300293e+00,2.776566543616354465e-04
4.642719692501486861e+02,1.000486731529235840e+00,2.777195768430829048e-04
4.642924035262767575e+02,1.000293493270874023e+00,2.777405607048422098e-04
4.643128376025051693e+02,9.999918341636657715e-01,2.777245827019214630e-04
4.643332717788434820e+02,1.000009894371032715e+00,2.777472836896777153e-04
4.643537060552916955e+02,1.000393271446228027e+00,2.777218760456889868e-04
4.643741402318410110e+02,1.000153064727783203e+00,2.777367772068828344e-04
4.643945743084987043e+02,1.000233411788940430e+00,2.776883193291723728e-04
4.644150085852525081e+02,9.997885227203369141e-01,2.777024055831134319e-04
4.644558768390852492e+02,9.998393058776855469e-01,2.776471374090760946e-04
4.644763111161737470e+02,1.000543236732482910e+00,2.777121553663164377e-04
4.644967452933487948e+02,1.000561237335205078e+00,2.777299960143864155e-04
4.645171793706322205e+02,1.000387191772460938e+00,2.777546178549528122e-04
4.645376136480263085e+02,1.000402688980102539e+00,2.777603804133832455e-04
4.645580478255360504e+02,1.000501871109008789e+00,2.776951296254992485e-04
4.645784819031250663e+02,1.000337004661560059e+00,2.777584013529121876e-04
4.645989161808247445e+02,1.000146389007568359e+00,2.777140762191265821e-04
4.646193503586400766e+02,9.996646046638488770e-01,2.776757173705846071e-04
4.646397844365492347e+02,1.000366568565368652e+00,2.777312183752655983e-04
4.646806528927045292e+02,1.000397205352783203e+00,2.777236804831773043e-04
4.647010870709345909e+02,1.000622630119323730e+00,2.777561312541365623e-04
4.647215212492592400e+02,1.000243902206420898e+00,2.777325862552970648e-04
